"meaning","dictionary","dictionary2","stage","word","date","linkFile","linkFile2","parent","role","phase","time2","order","loadFile","condition","seed"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hukanstaart","8_16_2016_130642","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:06:42.561Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lakantheedoek","8_16_2016_130656","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:06:56.765Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"napikvoetjes","8_16_2016_130511","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:05:11.117Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopistip","8_16_2016_130652","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:06:52.466Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hakunstip","8_16_2016_130610","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:06:10.145Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopirondjes","8_16_2016_130549","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:05:49.103Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nanapinek","8_16_2016_130503","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:05:03.491Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"monabspinneweb","8_16_2016_130633","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:06:33.601Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lepdriestreep","8_16_2016_130755","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:07:55.503Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lapivuurtoren","8_16_2016_130710","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:07:10.515Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lunapnek","8_16_2016_130524","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:05:24.991Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopidriehoekjes","8_16_2016_130518","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:05:18.783Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hakuntri","8_16_2016_130718","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:07:18.308Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mopistaart","8_16_2016_130457","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","PH2_6_16_114047_CH1_parent-Start_4.lang","Part1","PH3","2016-08-16T11:04:57.505Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_16_125333_CH1_parent-PH2_6_16_114047_CH1_parent-Start_4","Learnability","Start_4"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hulaka","8_23_2016_141033","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:10:33.651Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hulaka","8_23_2016_141041","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:10:41.090Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nelaka","8_23_2016_141047","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:10:47.497Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lakapi","8_23_2016_140923","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:09:23.706Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nepika","8_23_2016_140936","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:09:36.112Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hunapi","8_23_2016_141106","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:11:06.591Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hupika","8_23_2016_141019","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:10:19.087Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nalaka","8_23_2016_141003","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:10:03.730Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nanapi","8_23_2016_140932","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:09:32.714Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"monopi","8_23_2016_141037","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:10:37.449Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nepika","8_23_2016_141007","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:10:07.951Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"napika","8_23_2016_140929","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:09:29.952Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nelaka","8_23_2016_141057","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:10:57.962Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hulapi","8_23_2016_141023","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:10:23.753Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nepika","8_23_2016_141029","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:10:29.366Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hulaka","8_23_2016_140952","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","PH1_3_10_102825_CH4_parent-Start_4.lang","Part1","PH3","2016-08-23T12:09:52.750Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_23_135833_CH1_parent-PH1_3_10_102825_CH4_parent-Start_4","Learnability","Start_4"
-4,"-1_-2_none_-3_-4_none","broccoli_paprika_aardbei_appel_____________",-4,"appel","8_9_2016_120617","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:06:17.629Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
-3,"-1_-2_none_-3_-4_none","broccoli_paprika_aardbei_appel_____________",-3,"aardbei","8_9_2016_120608","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:06:08.304Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
-2,"-1_-2_none_-3_-4_none","broccoli_paprika_aardbei_appel_____________",-2,"paprika","8_9_2016_120559","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:05:59.626Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
-1,"-1_-2_none_-3_-4_none","broccoli_paprika_aardbei_appel_____________",-1,"brocoli","8_9_2016_120544","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:05:44.471Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
0,"15_1_2_7_0_8","broccoli_paprika_aardbei_appel_____________",1,"dambord","8_9_2016_121235","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:12:35.617Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
0,"5_4_14_0_6_2","broccoli_paprika_aardbei_appel_____________",0,"garnaaldambordtweestreepjes","8_9_2016_122047","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:20:47.694Z",23,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
0,"","broccoli_paprika_aardbei_appel_____________",-1,"garnaaldambordtwesliertjes","8_9_2016_122855","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:28:55.224Z",47,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
1,"11_1_9_2_13_15","broccoli_paprika_aardbei_appel_____________",1,"tandwielnuweldriestrepen","8_9_2016_121757","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:17:57.354Z",17,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
1,"1_14_10_3_15_6","broccoli_paprika_aardbei_appel_____________",1,"tadnwieldamborddriestreepjes","8_9_2016_122111","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:21:11.198Z",24,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
1,"","broccoli_paprika_aardbei_appel_____________",-1,"tandwieldamborddriesliertjes","8_9_2016_122844","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:28:44.393Z",46,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
2,"9_3_6_2_13_11","broccoli_paprika_aardbei_appel_____________",11,"driesliertje","8_9_2016_121204","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:12:04.056Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
2,"14_10_13_2_1_4","broccoli_paprika_aardbei_appel_____________",2,"staartblokjes","8_9_2016_121434","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:14:34.022Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
2,"","broccoli_paprika_aardbei_appel_____________",-1,"dambordstaart","8_9_2016_122905","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:29:05.515Z",48,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
3,"10_3_2_12_6_13","broccoli_paprika_aardbei_appel_____________",3,"dambordtweestreepjes","8_9_2016_121844","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:18:44.478Z",19,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
3,"6_14_13_3_15_9","broccoli_paprika_aardbei_appel_____________",3,"dambordtwesliertjes","8_9_2016_122537","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:25:37.662Z",34,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
3,"","broccoli_paprika_aardbei_appel_____________",-1,"dambordtweesliertjes","8_9_2016_122912","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:29:12.839Z",49,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
4,"0_9_4_11_2_13","broccoli_paprika_aardbei_appel_____________",4,"garnaalrondjestweevoetjes","8_9_2016_122131","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:21:31.205Z",25,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
4,"11_4_1_0_14_9","broccoli_paprika_aardbei_appel_____________",4,"garnaalrondjestweevetjes","8_9_2016_122451","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:24:51.659Z",32,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
4,"","broccoli_paprika_aardbei_appel_____________",-1,"garnaalrondjestweevoetjes","8_9_2016_122722","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:27:22.801Z",39,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
5,"2_13_1_15_10_5","broccoli_paprika_aardbei_appel_____________",5,"rondjesster","8_9_2016_121256","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:12:56.713Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
5,"11_8_4_2_12_5","broccoli_paprika_aardbei_appel_____________",5,"tandwielyy","8_9_2016_121727","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:17:27.197Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
5,"","broccoli_paprika_aardbei_appel_____________",-1,"tandwielrondjesyy","8_9_2016_122707","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:27:07.965Z",38,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
6,"12_2_10_15_6_1","broccoli_paprika_aardbei_appel_____________",6,"rondjesstrepen","8_9_2016_121401","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:14:01.497Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
6,"0_5_4_6_2_12","broccoli_paprika_aardbei_appel_____________",6,"bolletjesstrepen","8_9_2016_121536","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:15:36.016Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
6,"","broccoli_paprika_aardbei_appel_____________",-1,"rondjesveelstreepjes","8_9_2016_122804","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:28:04.761Z",43,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
7,"3_7_5_9_15_13","broccoli_paprika_aardbei_appel_____________",7,"rondjesenrondjesinelkaar","8_9_2016_121951","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:19:51.114Z",21,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
7,"12_7_4_8_9_3","broccoli_paprika_aardbei_appel_____________",7,"rondjesmetrondjesinelkaar","8_9_2016_122157","PH1_8_9_120335_CH1_parent-Start_4","PH1_8_9_120335_CH1_parent-Start_4","Start_4.lang","Part1","PH2","2016-08-09T10:21:57.203Z",26,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_8_9_120335_CH1_parent-Start_4","Learnability + Expressivity","Start_4"
